Pattern_ID,RoughPOS_N-Gram,RPOSN_Freq,DetailedPOS_N-Gram,DPOSN_Freq,Comparison_Replacement_Matrix,POS_N-Gram
300054,DT.* RB.* VB.*,,,,,DT.* RB.* VB.*
300055,DT.* PR.* NN.*_PM.*,,,,,DT.* PR.* NN.*_PM.*
300056,DT.* NN.* NN.*_PM.*,,,,,DT.* NN.* NN.*_PM.*
300057,VB.* RB.* PR.*,,,,,VB.* RB.* PR.*
300058,JJ.* DT.* NN.*,,,,,JJ.* DT.* NN.*
300059,PR.* JJ.* CC.*,,,,,PR.* JJ.* CC.*
300060,DT.* PR.* DT.*,,,,,DT.* PR.* DT.*
300061,DT.* NN.* VB.*,,,,,DT.* NN.* VB.*
300062,NN.* PR.* DT.*,,,,,NN.* PR.* DT.*
300063,DT.* NN.* PR.*,,,,,DT.* NN.* PR.*
300064,PR.* CC.* PR.*,,,,,PR.* CC.* PR.*
300065,CC.* VB.* NN.*_PM.*,,,,,CC.* VB.* NN.*_PM.*
300066,VB.* RB.* RB.*,,,,,VB.* RB.* RB.*
300067,CC.* DT.* JJ.*,,,,,CC.* DT.* JJ.*
300068,DT.* DT.* PR.*_PM.*,,,,,DT.* DT.* PR.*_PM.*
300069,CC.* NN.* PM.*,,,,,CC.* NN.* PM.*
300070,JJ.* DT.* PR.*,,,,,JJ.* DT.* PR.*
300071,DT.* DT.* NN.*,,,,,DT.* DT.* NN.*
300072,DT.* NN.* PM.*,,,,,DT.* NN.* PM.*
300073,DT.* JJ.* CC.*,,,,,DT.* JJ.* CC.*
300074,JJ.* CC.* NN.*,,,,,JJ.* CC.* NN.*
300075,CC.* VB.* PR.*,,,,,CC.* VB.* PR.*
300076,NN.* VB.* PR.*,,,,,NN.* VB.* PR.*
300077,CC.* PR.* JJ.*,,,,,CC.* PR.* JJ.*
300078,JJ.* PM.* JJ.*,,,,,JJ.* PM.* JJ.*
300079,JJ.* NN.* CC.*,,,,,JJ.* NN.* CC.*
300080,FW CC.* VB.*,,,,,FW CC.* VB.*
300081,CC.* JJ.* VB.*,,,,,CC.* JJ.* VB.*
300082,JJ.* VB.* CC.*,,,,,JJ.* VB.* CC.*
300083,NN.* CC.* JJ.*,,,,,NN.* CC.* JJ.*
300084,NN.* LM RB.*,,,,,NN.* LM RB.*
300085,PR.* JJ.* NN.*,,,,,PR.* JJ.* NN.*
300086,RB.* PR.* VB.*,,,,,RB.* PR.* VB.*
300087,VB.* PR.* CC.*,,,,,VB.* PR.* CC.*
300088,NN.* DT.* PR.*,,,,,NN.* DT.* PR.*
300089,DT.* JJ.* NN.*_PM.*,,,,,DT.* JJ.* NN.*_PM.*
300090,VB.* PR.* DT.*,,,,,VB.* PR.* DT.*
300091,VB.* DT.* JJ.*,,,,,VB.* DT.* JJ.*
300092,JJ.* CC.* VB.*,,,,,JJ.* CC.* VB.*
300093,CC.* JJ.* NN.*_PM.*,,,,,CC.* JJ.* NN.*_PM.*
300094,RB.* DT.* PR.*,,,,,RB.* DT.* PR.*
300095,DT.* PR.* VB.*_PM.*,,,,,DT.* PR.* VB.*_PM.*
300096,VB.* NN.* CC.*,,,,,VB.* NN.* CC.*
300097,DT.* VB.* NN.*,,,,,DT.* VB.* NN.*
300098,DT.* DT.* VB.*,,,,,DT.* DT.* VB.*
300099,CC.* JJ.* NN.*,,,,,CC.* JJ.* NN.*
300100,VB.* NN.* RB.*,,,,,VB.* NN.* RB.*
300163,NN.* CC.* PR.*,,NNC CCT PRI_CCP,,* CCT PRI_CCP,NN.* CCT PRI_CCP
300101,,,NNC CCT PRI_CCP,,,NNC CCT PRI_CCP
300164,CC.* PR.* NN.*,,CCT PRI_CCP NNC,,* * NNC,CC.* PR.* NNC
300102,,,CCT PRI_CCP NNC,,,CCT PRI_CCP NNC
300165,CC.* VB.* CC.*,,CCP VBTR_VBAF CCB,,* * CCB,CC.* VB.* CCB
300103,,,CCP VBTR_VBAF CCB,,,CCP VBTR_VBAF CCB
300166,CC.* DT.* NN.*_PM.*,,CCB DTCP NNC_PMC,,* * NNC_PMC,CC.* DT.* NNC_PMC
300104,,,CCB DTCP NNC_PMC,,,CCB DTCP NNC_PMC
300167,CC.* PR.* NN.*_PM.*,,CCT PRSP_CCP NNC_PMP,,* * NNC_PMP,CC.* PR.* NNC_PMP
300105,,,CCT PRSP_CCP NNC_PMP,,,CCT PRSP_CCP NNC_PMP
300168,CC.* DT.* NN.*,,CCT DTC NNC_CCP,,* * NNC_CCP,CC.* DT.* NNC_CCP
300106,,,CCT DTC NNC_CCP,,,CCT DTC NNC_CCP
300169,VB.* CC.* PR.*_PM.*,,VBW CCB PRI_PMP,,* CCB PRI_PMP,VB.* CCB PRI_PMP
300107,,,VBW CCB PRI_PMP,,,VBW CCB PRI_PMP
300170,RB.* CC.* PR.*_PM.*,,RBR CCT PRSP_PMC,,* CCT *,RB.* CCT PR.*_PM.*
300108,,,RBR CCT PRSP_PMC,,,RBR CCT PRSP_PMC
300171,CC.* RB.* RB.*_PM.*,,CCT RBT RBI_PMC,,* RBT *,CC.* RBT RB.*_PM.*
300109,,,CCT RBT RBI_PMC,,,CCT RBT RBI_PMC
300172,VB.* CC.* JJ.*,,VBW CCB JJD_CCP,,* CCB JJD_CCP,VB.* CCB JJD_CCP
300110,,,VBW CCB JJD_CCP,,,VBW CCB JJD_CCP
300111,,,PRI_CCP DTCP NNC,,,PRI_CCP DTCP NNC
300173,PR.* PR.* NN.*,,PRI PRO_CCP NNC,,* * NNC,PR.* PR.* NNC
300112,,,PRI PRO_CCP NNC,,,PRI PRO_CCP NNC
300174,JJ.* CC.* NN.*_PM.*,,JJD CCP NNC_PMC,,* CCP NNC_PMC,JJ.* CCP NNC_PMC
300113,,,JJD CCP NNC_PMC,,,JJD CCP NNC_PMC
300175,CC.* DT.* NN.*_PM.*,,CCT DTCP NNC_PMP,,* * NNC_PMP,CC.* DT.* NNC_PMP
300114,,,CCT DTCP NNC_PMP,,,CCT DTCP NNC_PMP
300176,RB.* VB.* CC.*,,RBT_CCP VBW CCB,,* * CCB,RB.* VB.* CCB
300115,,,RBT_CCP VBW CCB,,,RBT_CCP VBW CCB
300177,JJ.* NN.* DT.*,,JJD_CCP NNC DTC,,* NNC DTC,JJ.* NNC DTC
300116,,,JJD_CCP NNC DTC,,,JJD_CCP NNC DTC
300178,DT.* RB.* VB.*,,DTC RBT_CCP VBW,,* * VBW,DT.* RB.* VBW
300117,,,DTC RBT_CCP VBW,,,DTC RBT_CCP VBW
300179,DT.* PR.* NN.*_PM.*,,DTC PRSP_CCP NNC_PMP,,* PRSP_CCP *,DT.* PRSP_CCP NN.*_PM.*
300118,,,DTC PRSP_CCP NNC_PMP,,,DTC PRSP_CCP NNC_PMP
300119,,,PRQ_CCP DTCP NNC,,,PRQ_CCP DTCP NNC
300180,DT.* NN.* PR.*,,DTC NNC PRP_CCP,,* NNC PRP_CCP,DT.* NNC PRP_CCP
300120,,,DTC NNC PRP_CCP,,,DTC NNC PRP_CCP
300121,,,CCT PRI_CCP NNC_PMP,,,CCT PRI_CCP NNC_PMP
300122,,,VBW CCT PRI_CCP,,,VBW CCT PRI_CCP
300181,PR.* CC.* NN.*_PM.*,,PRS CCB NNP_PMC,,* * NNP_PMC,PR.* CC.* NNP_PMC
300123,,,PRS CCB NNP_PMC,,,PRS CCB NNP_PMC
300182,VB.* PR.* VB.*,,VBS PRS_CCP VBAF,,* PRS_CCP VBAF,VB.* PRS_CCP VBAF
300124,,,VBS PRS_CCP VBAF,,,VBS PRS_CCP VBAF
300183,PR.* VB.* CC.*,,PRS_CCP VBAF CCB,,* * CCB,PR.* VB.* CCB
300125,,,PRS_CCP VBAF CCB,,,PRS_CCP VBAF CCB
300184,NN.* CC.* VB.*,,NNC CCB VBN_CCP,,* * VBN_CCP,NN.* CC.* VBN_CCP
300126,,,NNC CCB VBN_CCP,,,NNC CCB VBN_CCP
300127,,,CCB VBN_CCP NNC_PMP,,,CCB VBN_CCP NNC_PMP
300185,CC.* DT.* JJ.*,,CCT DTCP JJD_CCP,,* DTCP JJD_CCP,CC.* DTCP JJD_CCP
300128,,,CCT DTCP JJD_CCP,,,CCT DTCP JJD_CCP
300129,,,VBOF DTC PRI_CCP,,,VBOF DTC PRI_CCP
300186,DT.* PR.* NN.*,,DTC PRI_CCP NNC,,* PRI_CCP NNC,DT.* PRI_CCP NNC
300130,,,DTC PRI_CCP NNC,,,DTC PRI_CCP NNC
300187,PR.* NN.* CC.*,,PRI_CCP NNC CCT,,* NNC CCT,PR.* NNC CCT
300131,,,PRI_CCP NNC CCT,,,PRI_CCP NNC CCT
300188,CC.* NN.* PM.*,,CCB NNC_CCP PMS,,* * PMS,CC.* NN.* PMS
300132,,,CCB NNC_CCP PMS,,,CCB NNC_CCP PMS
300189,DT.* DT.* NN.*,,DTC DTCP NNC_CCP,,* * NNC_CCP,DT.* DT.* NNC_CCP
300133,,,DTC DTCP NNC_CCP,,,DTC DTCP NNC_CCP
300190,DT.* NN.* PM.*,,DTCP NNC_CCP PMS,,* NNC_CCP PMS,DT.* NNC_CCP PMS
300134,,,DTCP NNC_CCP PMS,,,DTCP NNC_CCP PMS
300135,,,DTC JJCS_JJD CCP,,,DTC JJCS_JJD CCP
300136,,,JJCS_JJD CCP NNC,,,JJCS_JJD CCP NNC
300191,CC.* DT.* NN.*,,CCT DTCP NNC_CCP,,* * NNC_CCP,CC.* DT.* NNC_CCP
300137,,,CCT DTCP NNC_CCP,,,CCT DTCP NNC_CCP
300192,VB.* PR.* PR.*,,VBH PRS_CCP PRI_CCP,,* PRS_CCP PRI_CCP,VB.* PRS_CCP PRI_CCP
300138,,,VBH PRS_CCP PRI_CCP,,,VBH PRS_CCP PRI_CCP
300193,PR.* PR.* NN.*,,PRS_CCP PRI_CCP NNC,,* PRI_CCP NNC,PR.* PRI_CCP NNC
300139,,,PRS_CCP PRI_CCP NNC,,,PRS_CCP PRI_CCP NNC
300194,NN.* CC.* PR.*,,NNC CCT PRSP_CCP,,* * PRSP_CCP,NN.* CC.* PRSP_CCP
300140,,,NNC CCT PRSP_CCP,,,NNC CCT PRSP_CCP
300195,CC.* PR.* DT.*,,CCT PRSP_CCP DTCP,,* * DTCP,CC.* PR.* DTCP
300141,,,CCT PRSP_CCP DTCP,,,CCT PRSP_CCP DTCP
300142,,,PRSP_CCP DTCP NNC,,,PRSP_CCP DTCP NNC
300196,CC.* PR.* JJ.*,,CCT PRI_CCP JJD,,* PRI_CCP JJD,CC.* PRI_CCP JJD
300143,,,CCT PRI_CCP JJD,,,CCT PRI_CCP JJD
300144,,,JJCS PMS JJD_CCP,,,JJCS PMS JJD_CCP
300145,,,JJCS_JJD_CCP NNC CCB,,,JJCS_JJD_CCP NNC CCB
300197,CC.* PR.* NN.*_PM.*,,CCB PRSP_CCP NNC_PMP,,* * NNC_PMP,CC.* PR.* NNC_PMP
300146,,,CCB PRSP_CCP NNC_PMP,,,CCB PRSP_CCP NNC_PMP
300198,NN.* CC.* JJ.*,,NNC CCB JJD_CCP,,* CCB JJD_CCP,NN.* CCB JJD_CCP
300147,,,NNC CCB JJD_CCP,,,NNC CCB JJD_CCP
300199,CC.* PR.* NN.*,,CCB PRI_CCP NNC,,* * NNC,CC.* PR.* NNC
300148,,,CCB PRI_CCP NNC,,,CCB PRI_CCP NNC
300149,,,VBW DTC JJCS_JJD,,,VBW DTC JJCS_JJD
300150,,,JJCS_JJD CCP VBAF,,,JJCS_JJD CCP VBAF
300151,,,VBAF CCP NNC_PMC,,,VBAF CCP NNC_PMC
300152,,,VBW CCB PRI_CCP,,,VBW CCB PRI_CCP
300153,,,PRI_CCP JJD_CCP NNC,,,PRI_CCP JJD_CCP NNC
300154,,,CCB DTCP NNC_PMP,,,CCB DTCP NNC_PMP
300200,CC.* PR.* DT.*,,CCB PRSP_CCP DTCP,,* * DTCP,CC.* PR.* DTCP
300155,,,CCB PRSP_CCP DTCP,,,CCB PRSP_CCP DTCP
300201,VB.* PR.* DT.*,,VBH PRO_CCP DTCP,,* PRO_CCP DTCP,VB.* PRO_CCP DTCP
300156,,,VBH PRO_CCP DTCP,,,VBH PRO_CCP DTCP
300157,,,PRO_CCP DTCP NNC,,,PRO_CCP DTCP NNC
300202,CC.* JJ.* NN.*,,CCB JJD_CCP NNC,,* * NNC,CC.* JJ.* NNC
300158,,,CCB JJD_CCP NNC,,,CCB JJD_CCP NNC
300203,JJ.* NN.* CC.*,,JJD_CCP NNC CCT,,* NNC CCT,JJ.* NNC CCT
300159,,,JJD_CCP NNC CCT,,,JJD_CCP NNC CCT
300204,PR.* JJ.* NN.*,,PRSP_CCP JJD_CCP NNC,,* JJD_CCP NNC,PR.* JJD_CCP NNC
300160,,,PRSP_CCP JJD_CCP NNC,,,PRSP_CCP JJD_CCP NNC
300161,,,NNC DTC PRSP_CCP,,,NNC DTC PRSP_CCP
300162,,,JJD CCP NNC_PMP,,,JJD CCP NNC_PMP
